Year, NodeId, Gender, IP_Key:Adherence, HasIntervention:STIBarrier_NoCondoms, IsCircumcised, HIV_Stage, Age, Population, Infected CD4 Under 200 (Not On ART), Infected CD4 200 To 349 (Not On ART), Infected CD4 350 To 499 (Not On ART), Infected CD4 500 Plus (Not On ART), Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Transmitters, HasIntervention(CoitalActRiskFactors_MoreLikelyToTransmit),EnteredRelationship,ExitedRelationship,Currently (TRANSITORY),Currently (INFORMAL),Currently (MARITAL),Currently (COMMERCIAL),Ever (TRANSITORY),Ever (INFORMAL),Ever (MARITAL),Ever (COMMERCIAL),Has Concurrent Partners,Current Partners,Lifetime Partners,Num_TRANSITORY,Num_INFORMAL,Num_MARITAL,Num_COMMERCIAL,Num_Concordant_TRANSITORY,Num_Concordant_INFORMAL,Num_Concordant_MARITAL,Num_Concordant_COMMERCIAL
1963.45,1,0,LOW,0,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,0,NOT_INFECTED,15,666,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,38,310,418,15,0,580,548,16,0,312,1002,2386,410,577,15,0,384,527,15,0
1963.45,1,0,LOW,1,0,NOT_INFECTED,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,11,0,34,45,11,0,17,62,138,20,31,11,0,20,31,11,0
1963.45,1,0,LOW,1,0,ACUTE,15,5,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,4,0,0,4,11,22,7,4,0,0,6,1,0,0
1963.45,1,0,LOW,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,0,LATENT,15,19,4,5,10,0,19,0,0,1,0,0,0,0,0,0,0,0,2,5,10,10,0,0,18,17,0,0,8,26,81,12,14,0,0,9,7,0,0
1963.45,1,0,LOW,1,0,LATENT,40,5,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,2,7,11,3,4,0,0,0,0,0,0
1963.45,1,0,LOW,1,0,AIDS,15,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,3,9,2,1,0,0,1,0,0,0
1963.45,1,0,LOW,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,0,ON_ART,15,36,0,0,0,0,36,0,36,0,0,36,0,0,0,0,1,0,2,1,23,26,0,0,32,34,0,0,27,76,161,31,45,0,0,13,23,0,0
1963.45,1,0,LOW,1,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,5,0,1,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,1,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,0,NOT_INFECTED,15,950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,28,345,495,17,0,641,611,17,0,365,1163,2543,456,690,17,0,411,626,15,0
1963.45,1,0,HIGH,0,0,NOT_INFECTED,40,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,84,282,141,0,235,410,144,0,122,550,998,87,322,141,0,87,316,140,0
1963.45,1,0,HIGH,0,0,ACUTE,15,4,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,4,4,1,0,3,8,23,3,4,1,0,1,2,0,0
1963.45,1,0,HIGH,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,0,LATENT,15,43,15,6,18,4,43,0,0,0,0,0,0,0,0,0,0,0,4,0,23,32,4,0,40,41,4,0,27,79,180,34,41,4,0,14,19,0,0
1963.45,1,0,HIGH,0,0,LATENT,40,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,0
1963.45,1,0,HIGH,0,0,AIDS,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0
1963.45,1,0,HIGH,0,0,AIDS,40,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0
1963.45,1,0,HIGH,0,0,ON_ART,15,26,0,0,0,0,26,0,26,0,0,26,0,0,0,0,0,0,4,0,11,10,2,0,20,19,2,0,9,30,88,16,12,2,0,4,4,0,0
1963.45,1,0,HIGH,0,0,ON_ART,40,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,2,3,1,0,2,5,9,1,3,1,0,0,1,0,0
1963.45,1,0,HIGH,0,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,0,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,0,NOT_INFECTED,15,649,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,38,289,429,19,0,547,533,19,0,306,979,2270,368,592,19,0,336,558,17,0
1963.45,1,0,HIGH,1,0,NOT_INFECTED,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,3,0,31,35,3,0,11,47,100,16,28,3,0,15,28,3,0
1963.45,1,0,HIGH,1,0,ACUTE,15,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,1,1,3,5,0,0,4,6,0,0,3,13,22,5,8,0,0,4,5,0,0
1963.45,1,0,HIGH,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,0,LATENT,15,35,13,4,10,8,35,0,0,0,0,0,0,0,0,0,0,0,4,3,22,26,0,0,31,34,0,0,21,66,146,32,34,0,0,15,16,0,0
1963.45,1,0,HIGH,1,0,LATENT,40,4,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1,0,1,3,6,1,1,1,0,0,0,0,0
1963.45,1,0,HIGH,1,0,AIDS,15,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,2,0,0,2,4,9,1,3,0,0,0,2,0,0
1963.45,1,0,HIGH,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,0,ON_ART,15,25,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,2,2,8,20,0,0,20,24,0,0,15,43,105,12,31,0,0,2,8,0,0
1963.45,1,0,HIGH,1,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,HIGH,1,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,0,0,NOT_INFECTED,15,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,86,71,681,1037,77,0,1221,1278,81,0,785,2418,5461,912,1429,77,0,841,1327,72,0
1963.45,1,1,LOW,0,0,NOT_INFECTED,40,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,7,56,161,101,0,157,268,108,0,41,336,614,61,174,101,0,59,174,101,0
1963.45,1,1,LOW,0,0,ACUTE,15,10,0,0,0,10,10,3,0,0,0,0,0,0,0,0,1,5,1,2,10,7,0,0,10,8,0,0,9,24,56,13,11,0,0,8,4,0,0
1963.45,1,1,LOW,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,0,0,LATENT,15,66,1,11,40,14,66,0,0,0,0,0,0,0,0,0,1,41,4,3,40,52,1,0,64,62,2,0,43,134,332,56,77,1,0,19,38,0,0
1963.45,1,1,LOW,0,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,0,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,0,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,0,0,ON_ART,15,46,0,0,0,0,46,0,46,0,0,46,0,0,0,0,0,33,3,2,26,38,5,0,44,46,5,0,33,98,238,35,58,5,0,13,23,3,0
1963.45,1,1,LOW,0,0,ON_ART,40,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1963.45,1,1,LOW,1,0,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,LOW,1,0,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,0,0,NOT_INFECTED,15,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,70,76,654,982,90,0,1191,1225,94,0,733,2291,5278,852,1349,90,0,790,1278,84,0
1963.45,1,1,HIGH,0,0,NOT_INFECTED,40,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,11,56,175,97,0,183,290,101,0,49,346,660,58,191,97,0,58,190,96,0
1963.45,1,1,HIGH,0,0,ACUTE,15,13,0,0,0,13,13,3,0,0,0,0,0,0,0,0,2,6,2,0,10,13,0,0,12,13,0,0,11,38,65,20,18,0,0,14,7,0,0
1963.45,1,1,HIGH,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,0,0,LATENT,15,84,2,8,56,18,84,0,0,0,0,0,0,0,0,0,0,51,7,5,54,72,3,0,78,83,3,0,63,180,436,70,107,3,0,23,48,1,0
1963.45,1,1,HIGH,0,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,0,0,AIDS,15,2,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,0,1,0,0,2,2,0,0,0,1,9,0,1,0,0,0,0,0,0
1963.45,1,1,HIGH,0,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,0,0,ON_ART,15,37,0,0,0,0,37,0,37,0,0,37,0,0,0,0,0,21,6,2,24,34,1,0,36,36,2,0,30,90,221,35,54,1,0,9,11,0,0
1963.45,1,1,HIGH,0,0,ON_ART,40,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,1,HIGH,1,0,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
